# SYNTHETIC DATASET - GENERATED FOR ACADEMIC DEMONSTRATION ONLY
# This data does NOT represent official Chennai crime statistics.
# Generated by: Chennai Crime Pattern Analyzer (College Capstone Project)
# Fixed seed: 20240101 - Dataset is fully reproducible.
crime_id,date,time,year,month,day_of_week,hour,area,zone,crime_type,severity,latitude,longitude,description,case_status
CMA-000530,2023-06-15,18:20:54,2023,6,Thursday,18,Vadapalani,West Central,Robbery,MEDIUM,13.052722,80.209996,Street robbery reported; victim confronted by perpetrators,UNDER_INVESTIGATION
CMA-000531,2022-07-08,01:26:46,2022,7,Friday,1,Saidapet,Central,Theft,MEDIUM,13.018952,80.225413,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-000532,2024-05-15,07:16:52,2024,5,Wednesday,7,Guindy,Central,Vehicle Theft,MEDIUM,13.006657,80.220180,Two-wheeler reported stolen from parking area,CLOSED
CMA-000533,2022-10-02,17:38:46,2022,10,Sunday,17,Perambur,North,Cyber Crime,MEDIUM,13.113960,80.230366,Social media impersonation complaint,UNDER_INVESTIGATION
CMA-000534,2023-08-19,02:46:59,2023,8,Saturday,2,Tambaram,South West,Theft,HIGH,12.929637,80.096777,Petty theft reported near a commercial establishment,CLOSED
CMA-000535,2021-03-06,19:18:23,2021,3,Saturday,19,Velachery,South,Chain Snatching,MEDIUM,12.976947,80.217158,Gold chain snatched by two-wheeler-borne persons,UNDER_INVESTIGATION
CMA-000536,2021-02-14,22:37:41,2021,2,Sunday,22,Egmore,Central,Cyber Crime,MEDIUM,13.072164,80.260397,Victim defrauded via phishing link,CLOSED
CMA-000537,2023-07-27,19:21:13,2023,7,Thursday,19,Kodambakkam,West Central,Cyber Crime,LOW,13.052557,80.224017,Victim defrauded via phishing link,CLOSED
CMA-000538,2024-04-29,12:42:42,2024,4,Monday,12,Thoraipakkam,South East,Fraud,LOW,12.924813,80.233145,Investment fraud complaint; victim lost savings,CLOSED
CMA-000539,2020-12-03,13:33:39,2020,12,Thursday,13,Ambattur,North West,Theft,LOW,13.119290,80.152110,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-000540,2022-08-18,12:21:38,2022,8,Thursday,12,Saidapet,Central,Vandalism,LOW,13.018059,80.223083,Public property damaged by unknown persons,CLOSED
CMA-000541,2021-11-29,17:54:58,2021,11,Monday,17,Pallavaram,South West,Chain Snatching,MEDIUM,12.970507,80.148231,Chain snatching reported near temple premises,CLOSED
CMA-000542,2022-07-01,00:36:36,2022,7,Friday,0,Avadi,North West,Vehicle Theft,MEDIUM,13.111156,80.101614,Car theft reported from residential street,CLOSED
CMA-000543,2020-09-29,09:45:33,2020,9,Tuesday,9,Adyar,South,Vehicle Theft,LOW,13.002353,80.258122,Two-wheeler reported stolen from parking area,CLOSED
CMA-000544,2023-09-07,17:45:18,2023,9,Thursday,17,Ambattur,North West,Robbery,HIGH,13.110065,80.157167,Robbery at ATM vicinity,UNDER_INVESTIGATION
CMA-000545,2021-05-12,12:24:08,2021,5,Wednesday,12,Porur,West,Burglary,MEDIUM,13.032934,80.157975,Commercial premises broken into during non-business hours,UNDER_INVESTIGATION
CMA-000546,2024-11-03,21:06:03,2024,11,Sunday,21,Mogappair,North West,Theft,MEDIUM,13.078484,80.181881,Theft of personal belongings in a public area,CLOSED
CMA-000547,2022-06-11,17:20:18,2022,6,Saturday,17,Perambur,North,Vehicle Theft,LOW,13.110516,80.229515,Motorcycle stolen during market visit,CLOSED
CMA-000548,2022-11-24,20:17:33,2022,11,Thursday,20,Vadapalani,West Central,Chain Snatching,MEDIUM,13.048373,80.212235,Chain snatching incident on busy street,CLOSED
CMA-000549,2023-07-20,02:43:32,2023,7,Thursday,2,Velachery,South,Vehicle Theft,LOW,12.980013,80.222644,Two-wheeler reported stolen from parking area,UNDER_INVESTIGATION
CMA-000550,2021-12-09,02:26:17,2021,12,Thursday,2,Mylapore,Central,Theft,LOW,13.038091,80.264107,Pickpocketing reported at a busy market,CLOSED
CMA-000551,2021-07-28,02:43:35,2021,7,Wednesday,2,Mogappair,North West,Cyber Crime,LOW,13.078082,80.179914,Victim defrauded via phishing link,UNDER_INVESTIGATION
CMA-000552,2023-06-15,09:39:57,2023,6,Thursday,9,Velachery,South,Cyber Crime,MEDIUM,12.981714,80.215416,Online banking fraud reported,CLOSED
CMA-000553,2024-09-27,06:06:26,2024,9,Friday,6,Velachery,South,Cyber Crime,MEDIUM,12.978273,80.214651,Victim defrauded via phishing link,UNDER_INVESTIGATION
CMA-000554,2021-09-28,08:39:52,2021,9,Tuesday,8,Avadi,North West,Vehicle Theft,LOW,13.112596,80.097012,Car theft reported from residential street,UNDER_INVESTIGATION
CMA-000555,2023-06-25,16:19:32,2023,6,Sunday,16,Perambur,North,Robbery,HIGH,13.111002,80.231072,Bag snatching during early morning hours,CLOSED
CMA-000556,2021-06-04,02:06:17,2021,6,Friday,2,Triplicane,Central,Vehicle Theft,LOW,13.060494,80.276850,Vehicle stolen from commercial parking lot,CLOSED
CMA-000557,2020-07-16,17:51:09,2020,7,Thursday,17,Kodambakkam,West Central,Vandalism,LOW,13.054201,80.220644,Public property damaged by unknown persons,CLOSED
CMA-000558,2020-11-16,01:24:50,2020,11,Monday,1,Ashok Nagar,Central,Theft,MEDIUM,13.033120,80.218196,Petty theft reported near a commercial establishment,CLOSED
CMA-000559,2022-03-07,07:04:05,2022,3,Monday,7,Adyar,South,Vehicle Theft,LOW,13.004323,80.257289,Two-wheeler reported stolen from parking area,CLOSED
CMA-000560,2021-06-02,23:08:21,2021,6,Wednesday,23,Sholinganallur,South East,Burglary,HIGH,12.896801,80.224118,Office premises burglarised overnight,UNDER_INVESTIGATION
CMA-000561,2023-01-12,18:50:30,2023,1,Thursday,18,T Nagar,Central,Theft,LOW,13.040450,80.232622,Theft of personal belongings in a public area,CLOSED
CMA-000562,2020-01-11,20:56:01,2020,1,Saturday,20,Perambur,North,Theft,MEDIUM,13.118021,80.228035,Petty theft reported near a commercial establishment,CLOSED
CMA-000563,2021-10-26,20:53:15,2021,10,Tuesday,20,Vadapalani,West Central,Cyber Crime,LOW,13.053128,80.213015,Online banking fraud reported,CLOSED
CMA-000564,2021-03-31,21:57:30,2021,3,Wednesday,21,T Nagar,Central,Cyber Crime,LOW,13.040692,80.230479,Social media impersonation complaint,CLOSED
CMA-000565,2024-06-09,19:14:11,2024,6,Sunday,19,Royapettah,Central,Burglary,MEDIUM,13.047530,80.257158,House break-in reported; valuables stolen,CLOSED
CMA-000566,2021-09-05,21:45:55,2021,9,Sunday,21,Pallavaram,South West,Vehicle Theft,LOW,12.968239,80.149747,Motorcycle stolen during market visit,CLOSED
CMA-000567,2022-03-10,00:12:19,2022,3,Thursday,0,Pallavaram,South West,Theft,MEDIUM,12.971865,80.146002,Shoplifting incident at a retail store,CLOSED
CMA-000568,2020-07-03,03:10:01,2020,7,Friday,3,Sholinganallur,South East,Harassment,MEDIUM,12.905332,80.227303,Verbal harassment complaint registered,CLOSED
CMA-000569,2021-05-30,02:27:16,2021,5,Sunday,2,Adyar,South,Chain Snatching,HIGH,13.003199,80.259180,Chain snatching reported near temple premises,CLOSED
CMA-000570,2020-08-30,01:29:41,2020,8,Sunday,1,Mogappair,North West,Theft,HIGH,13.082709,80.179837,Pickpocketing reported at a busy market,CLOSED
CMA-000571,2022-09-14,21:15:16,2022,9,Wednesday,21,Ambattur,North West,Vehicle Theft,LOW,13.112959,80.151548,Vehicle stolen from commercial parking lot,CLOSED
CMA-000572,2020-10-08,17:07:32,2020,10,Thursday,17,Kodambakkam,West Central,Fraud,LOW,13.057552,80.225635,Job offer scam reported,CLOSED
CMA-000573,2024-11-03,00:43:07,2024,11,Sunday,0,Ashok Nagar,Central,Vehicle Theft,LOW,13.028116,80.216433,Vehicle stolen from commercial parking lot,UNDER_INVESTIGATION
CMA-000574,2024-01-26,13:57:39,2024,1,Friday,13,Avadi,North West,Burglary,MEDIUM,13.115546,80.095528,House break-in reported; valuables stolen,UNDER_INVESTIGATION
CMA-000575,2023-07-09,04:00:16,2023,7,Sunday,4,Kodambakkam,West Central,Fraud,MEDIUM,13.053828,80.223536,Cheating complaint filed against unknown person,CLOSED
CMA-000576,2020-06-11,18:53:09,2020,6,Thursday,18,Chromepet,South West,Fraud,MEDIUM,12.951072,80.144156,Investment fraud complaint; victim lost savings,UNDER_INVESTIGATION
CMA-000577,2024-02-06,08:10:51,2024,2,Tuesday,8,Vadapalani,West Central,Chain Snatching,HIGH,13.050711,80.209227,Chain snatching reported near temple premises,CLOSED
CMA-000578,2023-07-07,22:07:08,2023,7,Friday,22,Adyar,South,Theft,MEDIUM,13.004204,80.252210,Theft of personal belongings in a public area,CLOSED
CMA-000579,2022-02-11,08:26:50,2022,2,Friday,8,Royapettah,Central,Vehicle Theft,MEDIUM,13.051496,80.261090,Car theft reported from residential street,CLOSED
CMA-000580,2024-02-28,21:58:21,2024,2,Wednesday,21,Triplicane,Central,Vandalism,LOW,13.061959,80.276306,Vehicle windshield damaged in parking area,CLOSED
CMA-000581,2021-07-18,03:11:15,2021,7,Sunday,3,Nungambakkam,Central,Burglary,MEDIUM,13.052975,80.245008,Commercial premises broken into during non-business hours,CLOSED
CMA-000582,2022-07-17,16:08:29,2022,7,Sunday,16,Egmore,Central,Robbery,HIGH,13.068547,80.257685,Street robbery reported; victim confronted by perpetrators,UNDER_INVESTIGATION
CMA-000583,2022-12-05,18:35:52,2022,12,Monday,18,Triplicane,Central,Burglary,LOW,13.055773,80.280621,Commercial premises broken into during non-business hours,UNDER_INVESTIGATION
CMA-000584,2020-03-12,21:45:05,2020,3,Thursday,21,Anna Nagar,North,Fraud,MEDIUM,13.080842,80.208964,Cheating complaint filed against unknown person,CLOSED
CMA-000585,2020-01-13,20:29:46,2020,1,Monday,20,Guindy,Central,Fraud,MEDIUM,13.003728,80.218695,Job offer scam reported,CLOSED
CMA-000586,2024-02-24,20:10:17,2024,2,Saturday,20,Royapettah,Central,Vehicle Theft,MEDIUM,13.057235,80.263789,Vehicle stolen from commercial parking lot,UNDER_INVESTIGATION
CMA-000587,2020-06-30,19:56:41,2020,6,Tuesday,19,Pallavaram,South West,Fraud,MEDIUM,12.969050,80.148151,Cheating complaint filed against unknown person,CLOSED
CMA-000588,2022-03-30,23:43:05,2022,3,Wednesday,23,Guindy,Central,Robbery,MEDIUM,13.008956,80.218918,Street robbery reported; victim confronted by perpetrators,CLOSED
CMA-000589,2024-10-02,23:27:05,2024,10,Wednesday,23,Vadapalani,West Central,Theft,LOW,13.053642,80.216786,Pickpocketing reported at a busy market,UNDER_INVESTIGATION
CMA-000590,2024-02-10,16:11:29,2024,2,Saturday,16,Ashok Nagar,Central,Robbery,HIGH,13.030221,80.214906,Robbery at ATM vicinity,UNDER_INVESTIGATION
CMA-000591,2023-10-09,21:13:42,2023,10,Monday,21,Ambattur,North West,Cyber Crime,MEDIUM,13.115993,80.153005,Online banking fraud reported,UNDER_INVESTIGATION
CMA-000592,2024-09-25,20:41:27,2024,9,Wednesday,20,Tambaram,South West,Robbery,HIGH,12.928374,80.096318,Robbery at ATM vicinity,CLOSED
CMA-000593,2024-05-09,00:28:26,2024,5,Thursday,0,Perambur,North,Theft,MEDIUM,13.115837,80.229155,Theft of personal belongings in a public area,CLOSED
CMA-000594,2024-08-28,10:13:36,2024,8,Wednesday,10,Guindy,Central,Assault,MEDIUM,13.010521,80.217852,Assault during a road-rage incident,UNDER_INVESTIGATION
CMA-000595,2021-09-09,01:11:43,2021,9,Thursday,1,Anna Nagar,North,Theft,LOW,13.083771,80.205337,Petty theft reported near a commercial establishment,CLOSED
CMA-000596,2021-02-18,17:36:55,2021,2,Thursday,17,Saidapet,Central,Assault,LOW,13.023366,80.223966,Physical altercation at a commercial venue,CLOSED
CMA-000597,2023-09-30,10:49:33,2023,9,Saturday,10,Royapettah,Central,Harassment,LOW,13.056547,80.261555,Harassment complaint registered; offender fled,CLOSED
CMA-000598,2024-02-26,22:13:31,2024,2,Monday,22,Mylapore,Central,Robbery,MEDIUM,13.038168,80.271326,Bag snatching during early morning hours,CLOSED
CMA-000599,2022-03-15,00:17:54,2022,3,Tuesday,0,Porur,West,Chain Snatching,HIGH,13.032272,80.160581,Chain snatching reported near temple premises,CLOSED
CMA-000600,2024-09-25,04:37:16,2024,9,Wednesday,4,Perambur,North,Vehicle Theft,LOW,13.114121,80.233849,Two-wheeler reported stolen from parking area,UNDER_INVESTIGATION
CMA-000601,2024-05-29,21:43:25,2024,5,Wednesday,21,Thoraipakkam,South East,Robbery,HIGH,12.928587,80.231367,Robbery at ATM vicinity,CLOSED
CMA-000602,2024-02-27,12:09:45,2024,2,Tuesday,12,Ambattur,North West,Theft,HIGH,13.112114,80.152468,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-000603,2023-07-12,15:36:13,2023,7,Wednesday,15,Pallavaram,South West,Vandalism,LOW,12.964683,80.153228,Graffiti and damage reported at public park,UNDER_INVESTIGATION
CMA-000604,2023-08-03,22:03:56,2023,8,Thursday,22,Egmore,Central,Cyber Crime,MEDIUM,13.076896,80.256978,Victim defrauded via phishing link,UNDER_INVESTIGATION
CMA-000605,2020-11-28,18:46:26,2020,11,Saturday,18,Red Hills,North,Theft,LOW,13.185896,80.177517,Pickpocketing reported at a busy market,CLOSED
CMA-000606,2024-09-12,23:59:33,2024,9,Thursday,23,Red Hills,North,Burglary,MEDIUM,13.190676,80.178136,Office premises burglarised overnight,UNDER_INVESTIGATION
CMA-000607,2022-12-21,01:19:51,2022,12,Wednesday,1,T Nagar,Central,Vandalism,LOW,13.037704,80.237432,Vehicle windshield damaged in parking area,CLOSED
CMA-000608,2023-06-10,09:12:59,2023,6,Saturday,9,Sholinganallur,South East,Theft,LOW,12.905832,80.228994,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-000609,2020-04-01,18:01:03,2020,4,Wednesday,18,Perambur,North,Theft,MEDIUM,13.112034,80.237529,Theft of personal belongings in a public area,CLOSED
CMA-000610,2020-09-26,18:12:14,2020,9,Saturday,18,Sholinganallur,South East,Harassment,LOW,12.905906,80.224346,Stalking and harassment complaint filed,CLOSED
CMA-000611,2023-11-19,19:08:22,2023,11,Sunday,19,Mylapore,Central,Assault,LOW,13.039463,80.270063,Physical altercation at a commercial venue,CLOSED
CMA-000612,2023-12-27,12:00:14,2023,12,Wednesday,12,Egmore,Central,Burglary,HIGH,13.070506,80.261539,House break-in reported; valuables stolen,CLOSED
CMA-000613,2022-12-02,10:52:40,2022,12,Friday,10,Pallavaram,South West,Theft,LOW,12.969343,80.153785,Shoplifting incident at a retail store,CLOSED
CMA-000614,2021-06-06,21:25:25,2021,6,Sunday,21,Thoraipakkam,South East,Vandalism,HIGH,12.925730,80.229383,Vehicle windshield damaged in parking area,CLOSED
CMA-000615,2024-04-30,19:53:33,2024,4,Tuesday,19,Thoraipakkam,South East,Theft,LOW,12.921467,80.228276,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-000616,2020-04-20,07:17:39,2020,4,Monday,7,Anna Nagar,North,Theft,MEDIUM,13.089295,80.211490,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-000617,2021-09-22,18:05:23,2021,9,Wednesday,18,Red Hills,North,Vehicle Theft,MEDIUM,13.186153,80.181774,Vehicle stolen from commercial parking lot,UNDER_INVESTIGATION
CMA-000618,2022-11-28,01:14:39,2022,11,Monday,1,Thoraipakkam,South East,Theft,MEDIUM,12.920736,80.226167,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-000619,2024-03-19,03:50:25,2024,3,Tuesday,3,Tambaram,South West,Theft,LOW,12.924603,80.103951,Theft of personal belongings in a public area,CLOSED
CMA-000620,2021-09-02,05:42:58,2021,9,Thursday,5,Avadi,North West,Robbery,HIGH,13.112279,80.095722,Street robbery reported; victim confronted by perpetrators,CLOSED
CMA-000621,2022-01-01,02:41:06,2022,1,Saturday,2,Ashok Nagar,Central,Vandalism,LOW,13.025616,80.211584,Graffiti and damage reported at public park,CLOSED
CMA-000622,2021-08-31,17:59:56,2021,8,Tuesday,17,Perambur,North,Burglary,LOW,13.118005,80.230808,House break-in reported; valuables stolen,CLOSED
CMA-000623,2024-07-18,12:18:02,2024,7,Thursday,12,Avadi,North West,Vandalism,LOW,13.110237,80.093606,Vehicle windshield damaged in parking area,UNDER_INVESTIGATION
CMA-000624,2024-06-04,23:13:00,2024,6,Tuesday,23,Kodambakkam,West Central,Theft,LOW,13.057354,80.224582,Pickpocketing reported at a busy market,UNDER_INVESTIGATION
CMA-000625,2022-09-29,02:33:46,2022,9,Thursday,2,Anna Nagar,North,Theft,MEDIUM,13.088614,80.214879,Pickpocketing reported at a busy market,CLOSED
CMA-000626,2024-04-12,19:02:44,2024,4,Friday,19,Tambaram,South West,Cyber Crime,MEDIUM,12.924531,80.101047,Online banking fraud reported,CLOSED
CMA-000627,2024-06-26,14:17:43,2024,6,Wednesday,14,Avadi,North West,Theft,HIGH,13.116908,80.094141,Pickpocketing reported at a busy market,CLOSED
CMA-000628,2021-06-09,19:42:10,2021,6,Wednesday,19,Mylapore,Central,Cyber Crime,MEDIUM,13.034564,80.267872,Social media impersonation complaint,CLOSED
CMA-000629,2020-01-15,19:45:16,2020,1,Wednesday,19,Red Hills,North,Vehicle Theft,MEDIUM,13.191148,80.181638,Motorcycle stolen during market visit,UNDER_INVESTIGATION
CMA-000630,2024-02-21,01:25:10,2024,2,Wednesday,1,Nungambakkam,Central,Chain Snatching,MEDIUM,13.059047,80.238297,Chain snatching incident on busy street,CLOSED
CMA-000631,2021-03-19,03:29:52,2021,3,Friday,3,Nungambakkam,Central,Burglary,MEDIUM,13.052649,80.237675,House break-in reported; valuables stolen,UNDER_INVESTIGATION
CMA-000632,2023-03-09,21:38:45,2023,3,Thursday,21,Ashok Nagar,Central,Vehicle Theft,MEDIUM,13.028406,80.216938,Two-wheeler reported stolen from parking area,CLOSED
CMA-000633,2022-02-23,03:08:18,2022,2,Wednesday,3,Pallavaram,South West,Vehicle Theft,MEDIUM,12.968447,80.149326,Car theft reported from residential street,CLOSED
CMA-000634,2024-02-21,22:18:12,2024,2,Wednesday,22,Kodambakkam,West Central,Theft,LOW,13.054993,80.227323,Pickpocketing reported at a busy market,CLOSED
CMA-000635,2023-06-26,12:57:13,2023,6,Monday,12,Egmore,Central,Vehicle Theft,LOW,13.069860,80.256287,Motorcycle stolen during market visit,UNDER_INVESTIGATION
CMA-000636,2020-03-06,05:22:26,2020,3,Friday,5,Anna Nagar,North,Fraud,HIGH,13.080625,80.205373,Investment fraud complaint; victim lost savings,CLOSED
CMA-000637,2023-09-15,08:11:57,2023,9,Friday,8,Pallavaram,South West,Theft,LOW,12.968005,80.147164,Pickpocketing reported at a busy market,CLOSED
CMA-000638,2021-01-06,02:21:32,2021,1,Wednesday,2,Perambur,North,Assault,MEDIUM,13.111613,80.235315,Physical altercation at a commercial venue,UNDER_INVESTIGATION
CMA-000639,2020-04-08,01:53:33,2020,4,Wednesday,1,Avadi,North West,Theft,MEDIUM,13.115381,80.098144,Shoplifting incident at a retail store,CLOSED
CMA-000640,2020-07-30,16:13:50,2020,7,Thursday,16,Vadapalani,West Central,Robbery,HIGH,13.047778,80.211165,Armed robbery at a small business,CLOSED
CMA-000641,2024-06-15,18:38:39,2024,6,Saturday,18,Perambur,North,Harassment,LOW,13.116716,80.228492,Stalking and harassment complaint filed,CLOSED
CMA-000642,2021-06-30,02:21:55,2021,6,Wednesday,2,Royapettah,Central,Theft,MEDIUM,13.052081,80.258696,Theft of personal belongings in a public area,CLOSED
CMA-000643,2023-02-17,13:30:13,2023,2,Friday,13,Porur,West,Chain Snatching,MEDIUM,13.036795,80.161832,Victim's necklace snatched at roadside,CLOSED
CMA-000644,2024-02-02,18:22:58,2024,2,Friday,18,Nungambakkam,Central,Burglary,MEDIUM,13.054371,80.247165,Commercial premises broken into during non-business hours,CLOSED
CMA-000645,2020-09-29,02:23:17,2020,9,Tuesday,2,Triplicane,Central,Assault,HIGH,13.058860,80.279067,Assault during a road-rage incident,CLOSED
CMA-000646,2021-10-06,07:32:48,2021,10,Wednesday,7,Red Hills,North,Harassment,LOW,13.191847,80.174488,Harassment complaint registered; offender fled,CLOSED
CMA-000647,2020-12-12,12:32:16,2020,12,Saturday,12,Adyar,South,Theft,LOW,13.002259,80.253835,Shoplifting incident at a retail store,CLOSED
CMA-000648,2023-03-20,13:12:58,2023,3,Monday,13,Tambaram,South West,Vehicle Theft,MEDIUM,12.922593,80.097217,Motorcycle stolen during market visit,CLOSED
CMA-000649,2022-03-11,00:52:29,2022,3,Friday,0,Sholinganallur,South East,Vehicle Theft,LOW,12.902312,80.231188,Vehicle stolen from commercial parking lot,CLOSED
CMA-000650,2022-06-04,19:31:29,2022,6,Saturday,19,Pallavaram,South West,Assault,HIGH,12.967908,80.149344,Physical altercation at a commercial venue,UNDER_INVESTIGATION
CMA-000651,2024-10-05,01:46:57,2024,10,Saturday,1,Egmore,Central,Vehicle Theft,LOW,13.077441,80.260135,Two-wheeler reported stolen from parking area,UNDER_INVESTIGATION
CMA-000652,2021-08-19,01:08:25,2021,8,Thursday,1,Perambur,North,Robbery,HIGH,13.118709,80.234315,Armed robbery at a small business,UNDER_INVESTIGATION
CMA-000653,2023-08-07,18:16:48,2023,8,Monday,18,Adyar,South,Assault,MEDIUM,13.003390,80.258957,Assault during a road-rage incident,UNDER_INVESTIGATION
CMA-000654,2020-10-23,17:52:55,2020,10,Friday,17,Mylapore,Central,Theft,LOW,13.032278,80.265594,Shoplifting incident at a retail store,CLOSED
CMA-000655,2023-07-23,06:26:18,2023,7,Sunday,6,Vadapalani,West Central,Theft,LOW,13.046082,80.210494,Shoplifting incident at a retail store,CLOSED
